0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,label
0.29474428,0.5168415,0.25754556,0.5452965,0.25598747,0.48893592,0.21162039,0.58103,0.20125385,0.44255129,0.36036834,0.66096795,0.3579309,0.35347456,0.61436594,0.63272715,0.62417674,0.392189,0.84397423,0.62042266,0.8438196,0.42262515,0.8054715,0.59307224,0.8133177,0.41525576,0.8580397,0.916567,0.85101396,0.105146326,0.94404376,0.55260646,0.94533986,0.46453944,baddha konasana
0.009458399,0.5289273,-0.0033628927,0.5745491,0.004865641,0.47161096,-0.014251208,0.5948069,-0.002602113,0.55288607,0.014717421,0.6536134,0.016087461,0.34467724,0.4060453,0.63884395,0.43417042,0.35755527,0.74134046,0.5864005,0.7414715,0.41461256,0.72415686,0.6258654,0.7220639,0.40552947,0.63510776,0.92183596,0.6069694,0.0792182,0.9027553,0.56489354,0.9051312,0.42896464,baddha konasana
0.2433612,0.51235294,0.21249056,0.53952986,0.21378893,0.48912457,0.2365692,0.5636888,0.2371757,0.4650066,0.4234458,0.6191204,0.422834,0.40658477,0.6629712,0.608894,0.6483691,0.41566417,0.86214,0.56592786,0.8513355,0.45748106,0.8268464,0.57489115,0.8294885,0.44108945,0.7976617,0.803595,0.7810627,0.22242038,0.9419477,0.55450255,0.94373995,0.4736093,baddha konasana
0.35715744,0.5221118,0.33821744,0.5423656,0.33638084,0.5033322,0.34848413,0.56702435,0.3461697,0.4817985,0.45641294,0.61863184,0.45569965,0.4228012,0.620273,0.5959648,0.6196062,0.44018272,0.73703223,0.56313914,0.7270983,0.45942077,0.7206982,0.56275845,0.7120631,0.45350102,0.63629866,0.7787104,0.65182084,0.24003825,0.7749422,0.54701966,0.76691896,0.46312985,baddha konasana
0.28938496,0.45844695,0.26704153,0.4675615,0.2675568,0.42908475,0.2777655,0.45463082,0.28409407,0.3732935,0.41190928,0.50029165,0.4090992,0.3247033,0.5619053,0.55147225,0.5681515,0.29817155,0.6290824,0.6829538,0.6821828,0.2886621,0.70007217,0.4716947,0.7067882,0.35864425,0.67077476,0.72556484,0.74658966,0.2562562,0.8225903,0.5764539,0.8475136,0.507998,baddha konasana
0.24632344,0.51712257,0.20933875,0.5534722,0.2099814,0.48168844,0.22827171,0.59137696,0.23100857,0.43886328,0.40089327,0.684155,0.41051474,0.3310079,0.6480978,0.6310857,0.6472555,0.37547863,0.8411194,0.58497334,0.8522013,0.4204452,0.78975487,0.59816504,0.7926731,0.4028931,0.7155838,0.9627078,0.7717388,0.03387892,0.93948925,0.5891644,0.94405353,0.41611502,baddha konasana
0.22891212,0.49765924,0.19661771,0.5224793,0.19854416,0.47315463,0.20319617,0.54618865,0.20501882,0.44622013,0.3639314,0.6028746,0.38411814,0.3915462,0.60596836,0.65371853,0.62485904,0.35626918,0.60337853,0.7401812,0.6343473,0.2592458,0.7621997,0.5576292,0.7575764,0.42204866,0.67396796,0.76119655,0.68919843,0.23731746,0.89690906,0.562335,0.89788914,0.4301032,baddha konasana
0.18507312,0.49609232,0.15925337,0.5161979,0.16114157,0.4759415,0.17809646,0.5433083,0.17642927,0.4617496,0.35146523,0.57854295,0.35193607,0.4243225,0.6096735,0.58049756,0.5956343,0.42369673,0.7962062,0.55852383,0.7859752,0.45976418,0.73797023,0.5509112,0.7309287,0.45774898,0.7482479,0.7055751,0.7419764,0.30155742,0.8723953,0.48149544,0.8682609,0.53944963,baddha konasana
0.35389656,0.4600079,0.33188435,0.44860154,0.3324354,0.4417336,0.33990374,0.39368722,0.34411845,0.3798991,0.45022997,0.42243803,0.46429572,0.34190884,0.62763935,0.45108697,0.6619172,0.39361295,0.7579121,0.55576396,0.7688734,0.51653296,0.7243387,0.41539684,0.7416252,0.32272127,0.68340516,0.60047376,0.74398446,0.40409717,0.7886913,0.4876327,0.79662246,0.5253947,baddha konasana
0.18526676,0.4591533,0.1591302,0.4816015,0.15461142,0.47151616,0.17070079,0.5500812,0.16654775,0.5379117,0.33789855,0.59049016,0.31715304,0.50501823,0.6248824,0.5872126,0.54921633,0.5267122,0.5132409,0.47400662,0.5052951,0.47249275,0.7630765,0.57349956,0.7130315,0.49802226,0.7211347,0.44943658,0.58355427,0.3070293,0.9055925,0.33015335,0.85639644,0.31650308,baddha konasana
0.1874593,0.4380981,0.16271849,0.45518297,0.1607681,0.4535088,0.17258848,0.51484805,0.17144032,0.51424825,0.30935407,0.5295276,0.30867982,0.520379,0.51173514,0.6510932,0.51327103,0.6327113,0.7472943,0.69948304,0.7032242,0.6612348,0.76757085,0.5511826,0.7429301,0.512921,0.85553455,0.40643096,0.80612475,0.41640976,0.81847584,0.3907205,0.78608245,0.41210258,baddha konasana
0.22284493,0.4943717,0.20299552,0.51677215,0.20400396,0.46620882,0.23464814,0.54481965,0.23525937,0.44451755,0.42006677,0.6032206,0.42705625,0.3878058,0.66161644,0.5854866,0.6545934,0.4026954,0.8593401,0.5470044,0.8631231,0.42261636,0.7883432,0.551877,0.7854471,0.42988798,0.7926078,0.78751755,0.8273386,0.19221343,0.91769356,0.5344616,0.9222884,0.4565632,baddha konasana
0.16662249,0.4934829,0.13726819,0.5228146,0.1413283,0.46198624,0.16768643,0.5603752,0.17198782,0.42924428,0.34710014,0.6452782,0.35083324,0.35597187,0.60607266,0.6517624,0.60186195,0.35722616,0.773328,0.61035174,0.7678438,0.39105135,0.75100243,0.58582497,0.7505338,0.4196143,0.736615,0.9451113,0.7290474,0.05967273,0.8403403,0.590519,0.84670347,0.42318937,baddha konasana
0.28122854,0.5694554,0.25464132,0.59746784,0.25649008,0.5621838,0.27623165,0.6493285,0.267609,0.57876146,0.44361952,0.67754966,0.4231536,0.5361418,0.6782517,0.6330166,0.6258731,0.48363078,0.80735767,0.53445715,0.74023014,0.40037912,0.8081375,0.6760366,0.7775618,0.56763947,0.7109871,0.6442199,0.62786597,0.40123934,0.9036996,0.4655686,0.86217445,0.3991663,baddha konasana
0.37947163,0.49219814,0.36289185,0.5041045,0.3641245,0.47308752,0.3692365,0.51745045,0.37160745,0.44884244,0.48122132,0.55244195,0.47447917,0.4151167,0.62058574,0.53724056,0.6206628,0.43717694,0.7599956,0.52052546,0.75315803,0.44878244,0.73220664,0.53123534,0.73521876,0.44892734,0.6999179,0.676319,0.7143396,0.3176011,0.81493896,0.51560533,0.81212586,0.44789535,baddha konasana
0.18257463,0.5171191,0.16238248,0.5419431,0.15865114,0.49628356,0.18908167,0.569121,0.18496412,0.47251958,0.33017713,0.604585,0.32840502,0.42491445,0.54206485,0.610379,0.55116826,0.40210465,0.6794067,0.57080466,0.6806495,0.4541732,0.63910365,0.5682671,0.6377019,0.4515288,0.6658039,0.7776976,0.6546697,0.24189696,0.72337705,0.52399004,0.72634673,0.4872376,baddha konasana
0.2638788,0.3240959,0.24725752,0.30403137,0.24678658,0.30160457,0.273919,0.2439192,0.2745881,0.24341439,0.41199616,0.26505902,0.41857672,0.24272305,0.24560224,0.27958083,0.23641625,0.26334417,0.15555634,0.25763378,0.14876477,0.24304308,0.7131738,0.26720038,0.75817275,0.2559282,0.7353898,0.47214085,0.7767755,0.4820003,0.75417066,0.6777094,0.79673845,0.69320226,baddha konasana
0.19685085,0.5832628,0.16791765,0.59768593,0.1607158,0.55322176,0.18100138,0.5876714,0.17092927,0.4915439,0.3582162,0.62636524,0.31886634,0.43264484,0.5518237,0.63349694,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.70811576,0.58134997,0.7184442,0.44132155,0.62378955,0.80611247,0.51187676,0.30403826,0.8392368,0.6750822,0.84038043,0.5253235,baddha konasana
0.19685085,0.5832628,0.16791765,0.59768593,0.1607158,0.55322176,0.18100138,0.5876714,0.17092927,0.4915439,0.3582162,0.62636524,0.31886634,0.43264484,0.5518237,0.63349694,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.70811576,0.58134997,0.7184442,0.44132155,0.62378955,0.80611247,0.51187676,0.30403826,0.8392368,0.6750822,0.84038043,0.5253235,baddha konasana
0.24796836,0.51327395,0.22079884,0.53681225,0.21952689,0.49100587,0.23257852,0.56678087,0.23054242,0.46432698,0.39805758,0.6141686,0.41488186,0.40243876,0.6531107,0.59851617,0.656156,0.41772667,0.8461853,0.57102174,0.84846133,0.4494277,0.8050652,0.5684197,0.8054896,0.44286296,0.7691847,0.7879339,0.7410702,0.23699144,0.9148232,0.5483385,0.9211687,0.47031826,baddha konasana
0.22118138,0.49333358,0.19291285,0.51356214,0.19707571,0.467999,0.20752801,0.5385937,0.21680331,0.45036665,0.38391408,0.58863497,0.39135012,0.41426855,0.61542803,0.5792166,0.62766933,0.43036327,0.8068344,0.5776046,0.80183345,0.4490257,0.74138916,0.55212677,0.74351,0.44587684,0.7717728,0.7335347,0.7937948,0.2851556,0.8605288,0.52929837,0.86746424,0.5104832,baddha konasana
0.36716804,0.45620257,0.34006187,0.47903672,0.34125188,0.4349052,0.3504624,0.5068952,0.35158512,0.4124051,0.4872769,0.5602291,0.4881252,0.3688831,0.7112904,0.54822344,0.70906955,0.37516448,0.8709965,0.51890904,0.87222326,0.3967187,0.7918853,0.5140285,0.7981384,0.4069963,0.71488583,0.70121974,0.6969902,0.23828813,0.8972894,0.5104174,0.8883176,0.39825946,baddha konasana
0.18526676,0.4591533,0.1591302,0.4816015,0.15461142,0.47151616,0.17070079,0.5500812,0.16654775,0.5379117,0.33789855,0.59049016,0.31715304,0.50501823,0.6248824,0.5872126,0.54921633,0.5267122,0.5132409,0.47400662,0.5052951,0.47249275,0.7630765,0.57349956,0.7130315,0.49802226,0.7211347,0.44943658,0.58355427,0.3070293,0.9055925,0.33015335,0.85639644,0.31650308,baddha konasana
0.19685085,0.5832628,0.16791765,0.59768593,0.1607158,0.55322176,0.18100138,0.5876714,0.17092927,0.4915439,0.3582162,0.62636524,0.31886634,0.43264484,0.5518237,0.63349694,0.53438324,0.52354807,0.73982346,0.6951245,0.7404572,0.60092247,0.70811576,0.58134997,0.7184442,0.44132155,0.62378955,0.80611247,0.51187676,0.30403826,0.8392368,0.6750822,0.84038043,0.5253235,baddha konasana
0.32270768,0.6238108,0.27055955,0.6438407,0.2790071,0.58153474,0.268172,0.64185184,0.27490312,0.5098751,0.45733923,0.6557732,0.42779177,0.41578007,0.7657192,0.7418664,0.79939884,0.2999295,0.8781162,0.6272706,0.90954894,0.4599076,0.80583584,0.5411584,0.78913915,0.38040173,0.7645243,0.74917525,0.7091548,0.1434162,0.89665866,0.51489645,0.9040594,0.45269987,baddha konasana
0.26899025,0.49588805,0.23958433,0.51601493,0.23984003,0.47599,0.22576702,0.53845763,0.22392544,0.45248,0.38564163,0.5862888,0.38739255,0.40510097,0.61838204,0.5760478,0.6207258,0.41136393,0.8213099,0.54766536,0.81743234,0.4371741,0.7784725,0.5442729,0.7772096,0.43241033,0.8295321,0.7346555,0.82507974,0.25338152,0.8800174,0.4977881,0.8955168,0.48742893,baddha konasana
0.19105294,0.5307644,0.16624871,0.55392694,0.16997181,0.5094145,0.19077983,0.5836085,0.19346058,0.49178773,0.34003726,0.6348801,0.34337094,0.44150352,0.5405496,0.6579656,0.5386589,0.42905352,0.6588327,0.6248784,0.67485523,0.43737423,0.69478893,0.598501,0.694172,0.48328418,0.70208615,0.8057184,0.691704,0.26835838,0.8332774,0.59727407,0.8476474,0.49211442,baddha konasana
0.18753639,0.5427492,0.15303625,0.554706,0.15741234,0.5053056,0.16592287,0.54340565,0.18335305,0.44929355,0.3988896,0.59425193,0.38567466,0.41742855,0.6591612,0.6183774,0.68524134,0.41398674,0.85795975,0.65493524,0.89059204,0.5186534,0.81014216,0.5751543,0.80493313,0.43666917,0.8780645,0.6413155,0.84845155,0.29936078,0.9069854,0.6130721,0.92984694,0.54388946,baddha konasana
0.2349261,0.47587317,0.20858851,0.49739045,0.20831679,0.45461866,0.22218457,0.5220274,0.22671832,0.42964864,0.3857811,0.5637502,0.3915096,0.38265073,0.60922545,0.5577761,0.61293817,0.37935686,0.8058684,0.52654207,0.8100128,0.41203126,0.73927546,0.52275807,0.73991644,0.416391,0.796834,0.73146623,0.8240251,0.20570941,0.8407314,0.5125548,0.83928204,0.4330686,baddha konasana
0.3066391,0.47559857,0.27225277,0.4999277,0.27427205,0.44752878,0.26212063,0.53370434,0.268538,0.4149564,0.40486926,0.6258625,0.41815266,0.35388303,0.6187871,0.5870507,0.6263315,0.3829946,0.7843084,0.52236015,0.81252474,0.39942408,0.7325563,0.56811774,0.7368943,0.41564047,0.72338825,0.84482676,0.7071887,0.12697944,0.8605117,0.5338352,0.85619354,0.40520003,baddha konasana
0.28961486,0.51201713,0.26339352,0.5293414,0.26593727,0.4950737,0.27261832,0.5483247,0.2758099,0.474281,0.4019072,0.5675919,0.41298687,0.45146787,0.6306223,0.5559739,0.6336573,0.467634,0.8191335,0.54555476,0.82248724,0.48012945,0.75361097,0.56684965,0.7551552,0.4757102,0.7527108,0.6771272,0.7354118,0.36247286,0.89641184,0.523942,0.88689923,0.5180041,baddha konasana
0.21160085,0.5305135,0.1780393,0.56371117,0.17639317,0.50334513,0.19445577,0.5994379,0.18506822,0.47406864,0.38256723,0.6740751,0.3811818,0.39095277,0.64491063,0.63877296,0.6392557,0.40773675,0.84345144,0.5758761,0.85030615,0.4421757,0.79434615,0.60396683,0.78544885,0.43454728,0.69938457,0.8917956,0.7252283,0.13189171,0.92029846,0.5711432,0.9280013,0.4762349,baddha konasana
0.28390718,0.49882883,0.2527498,0.5210225,0.2559202,0.47025916,0.26400805,0.5493835,0.26946887,0.43855694,0.4442558,0.6202596,0.43310952,0.38108277,0.6540312,0.5927199,0.6567251,0.39268914,0.8470214,0.55738914,0.85366535,0.42110673,0.7940905,0.5445248,0.7819255,0.42969579,0.8781445,0.54232806,0.81870484,0.15229362,0.879141,0.5441206,0.8944458,0.42715177,baddha konasana
0.27754933,0.6738589,0.24763966,0.700836,0.24516344,0.6518238,0.2634803,0.7279185,0.25272453,0.6309349,0.43036065,0.7808621,0.43222103,0.5732967,0.67951983,0.7587656,0.66430825,0.58567566,0.8648793,0.71712303,0.86335534,0.6015767,0.81561005,0.72850454,0.8153478,0.60272837,0.71958107,0.95274615,0.74560577,0.37318087,0.9298586,0.71004057,0.9338187,0.6189626,baddha konasana
0.22284493,0.4943717,0.20299552,0.51677215,0.20400396,0.46620882,0.23464814,0.54481965,0.23525937,0.44451755,0.42006677,0.6032206,0.42705625,0.3878058,0.66161644,0.5854866,0.6545934,0.4026954,0.8593401,0.5470044,0.8631231,0.42261636,0.7883432,0.551877,0.7854471,0.42988798,0.7926078,0.78751755,0.8273386,0.19221343,0.91769356,0.5344616,0.9222884,0.4565632,baddha konasana
0.16662249,0.4934829,0.13726819,0.5228146,0.1413283,0.46198624,0.16768643,0.5603752,0.17198782,0.42924428,0.34710014,0.6452782,0.35083324,0.35597187,0.60607266,0.6517624,0.60186195,0.35722616,0.773328,0.61035174,0.7678438,0.39105135,0.75100243,0.58582497,0.7505338,0.4196143,0.736615,0.9451113,0.7290474,0.05967273,0.8403403,0.590519,0.84670347,0.42318937,baddha konasana
0.5802792,0.48777518,0.5546035,0.5019692,0.55931175,0.46503276,0.52341706,0.52453893,0.52530664,0.43859252,0.5617486,0.5668723,0.5696134,0.40360683,0.719942,0.61376,0.7242105,0.37059614,0.80389,0.53910214,0.80241543,0.43991742,0.7641138,0.544221,0.76430124,0.4468621,0.7739456,0.72052246,0.77766395,0.27254337,0.84261245,0.49598345,0.83853304,0.48665637,baddha konasana
0.28122854,0.5694554,0.25464132,0.59746784,0.25649008,0.5621838,0.27623165,0.6493285,0.267609,0.57876146,0.44361952,0.67754966,0.4231536,0.5361418,0.6782517,0.6330166,0.6258731,0.48363078,0.80735767,0.53445715,0.74023014,0.40037912,0.8081375,0.6760366,0.7775618,0.56763947,0.7109871,0.6442199,0.62786597,0.40123934,0.9036996,0.4655686,0.86217445,0.3991663,baddha konasana
0.37947163,0.49219814,0.36289185,0.5041045,0.3641245,0.47308752,0.3692365,0.51745045,0.37160745,0.44884244,0.48122132,0.55244195,0.47447917,0.4151167,0.62058574,0.53724056,0.6206628,0.43717694,0.7599956,0.52052546,0.75315803,0.44878244,0.73220664,0.53123534,0.73521876,0.44892734,0.6999179,0.676319,0.7143396,0.3176011,0.81493896,0.51560533,0.81212586,0.44789535,baddha konasana
0.42824844,0.46218675,0.3949183,0.49022084,0.3966947,0.43186647,0.38416985,0.527133,0.38752437,0.40404567,0.45036602,0.5831066,0.46614888,0.34709612,0.649349,0.7139288,0.6514388,0.21677907,0.7689276,0.56661654,0.7682111,0.3581896,0.713842,0.55278206,0.72049344,0.3947684,0.6532522,0.82292056,0.6270956,0.12820281,0.8015653,0.5451447,0.7959905,0.3892682,baddha konasana
0.18257463,0.5171191,0.16238248,0.5419431,0.15865114,0.49628356,0.18908167,0.569121,0.18496412,0.47251958,0.33017713,0.604585,0.32840502,0.42491445,0.54206485,0.610379,0.55116826,0.40210465,0.6794067,0.57080466,0.6806495,0.4541732,0.63910365,0.5682671,0.6377019,0.4515288,0.6658039,0.7776976,0.6546697,0.24189696,0.72337705,0.52399004,0.72634673,0.4872376,baddha konasana
0.29474428,0.5168415,0.25754556,0.5452965,0.25598747,0.48893592,0.21162039,0.58103,0.20125385,0.44255129,0.36036834,0.66096795,0.3579309,0.35347456,0.61436594,0.63272715,0.62417674,0.392189,0.84397423,0.62042266,0.8438196,0.42262515,0.8054715,0.59307224,0.8133177,0.41525576,0.8580397,0.916567,0.85101396,0.105146326,0.94404376,0.55260646,0.94533986,0.46453944,baddha konasana
0.18528253,0.4967376,0.15849183,0.51715404,0.16106306,0.47540775,0.17779718,0.54565555,0.17823228,0.46213883,0.35720703,0.5835777,0.35352924,0.41687155,0.61123765,0.5825124,0.60218877,0.41963795,0.7986268,0.56356686,0.7915233,0.45936036,0.74507177,0.55024356,0.74043953,0.45247397,0.757951,0.72170335,0.75324285,0.28477085,0.8657923,0.49951404,0.8733614,0.5269441,baddha konasana
0.26518786,0.41437638,0.23386833,0.43741378,0.23578767,0.3875138,0.2465855,0.4625631,0.2526444,0.3628361,0.41537002,0.49998447,0.38645,0.32011107,0.64593935,0.44317734,0.6002729,0.30334303,0.8207756,0.3660291,0.7873256,0.2694757,0.7368819,0.45222384,0.7220142,0.3384723,0.8360316,0.61694753,0.6973647,0.12699908,0.86252123,0.3596567,0.83084023,0.3380313,baddha konasana
0.31983975,0.6188773,0.2975753,0.61707544,0.29838893,0.5883298,0.30421707,0.57707846,0.31246987,0.51353025,0.4380472,0.6143757,0.42684576,0.44077963,0.5946048,0.56512696,0.6125727,0.40565467,0.7502592,0.53615755,0.7888589,0.3490249,0.7460263,0.6025281,0.7542854,0.4788004,0.7518333,0.8392909,0.8410991,0.41594124,0.8401524,0.58052456,0.8501516,0.6519258,baddha konasana
0.29281467,0.62305355,0.2651649,0.64385015,0.26575026,0.59466547,0.2855921,0.66617155,0.28875354,0.5687361,0.45182645,0.7024191,0.47655538,0.53297734,0.6855671,0.71392363,0.7212313,0.57536924,0.89189315,0.74240816,0.9149599,0.64646286,0.8235566,0.6785753,0.8396166,0.573686,0.8065357,0.8819059,0.92580384,0.42878926,0.9508738,0.6640685,0.96990496,0.6653325,baddha konasana
0.011010249,0.5329966,-0.0012929301,0.5768684,0.0059890654,0.47686914,-0.008890366,0.6254033,-0.0026541806,0.4101487,0.012834973,0.6515615,0.01889151,0.34967834,0.40673867,0.636565,0.4429536,0.35994107,0.7546339,0.5872192,0.7531811,0.4183354,0.727116,0.6245916,0.72593445,0.40002578,0.63520056,0.92137486,0.60353374,0.07952385,0.8875653,0.56703687,0.894515,0.42678475,baddha konasana
